ID,Pale,Intskin,Darkskin,Blonde,Brownh,Black,Blue,Int,Brown,F,M
432,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.65E-06,2.65E-07,1,0.0000001
433,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,7.93E-13,2.44E-05,4.68E-07,0.0000001,1
436,0.0000001,0.205760369,0.0000001,0.043127517,0.396187919,0.026496644,3.12E-15,9.30E-06,4.97E-05,1,0.0000001
439,0.153311142,0.095058659,0.0000001,0.149193548,0.259856631,0.009856631,4.55E-08,1.13E-07,4.39E-11,0.0000001,1
443,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
445,0.029623466,0.17696415,1.21E-07,0.072427293,0.350484713,0.016063883,0.0000001,0.0000001,0.000385383,1,0.0000001
452,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,1.70E-09,0.0000001,1
453,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,0.0000001,4.52E-05,6.64E-08,0.0000001,1
454,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,4.51E-06,4.05E-06,1,0.0000001
456,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
459,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
466,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.95E-06,5.54E-10,1,0.0000001
468,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,3.70E-11,8.65E-05,1.17E-07,1,0.0000001
469,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.38E-10,4.46E-05,3.31E-08,1,0.0000001
470,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,8.91E-12,3.34E-05,8.26E-09,1,0.0000001
471,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,5.06E-08,0.000461219,1,0.0000001
472,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.01E-11,4.19E-05,3.24E-07,1,0.0000001
473,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.60E-06,1.70E-07,0.0000001,0.0000001,1
474,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,2.69E-12,3.73E-05,9.43E-07,0.0000001,1
475,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.23E-11,5.42E-05,1.72E-07,1,0.0000001
477,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
478,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,1.71E-05,1.42E-07,0.0000001,1,0.0000001
480,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,4.52E-05,6.64E-08,1,0.0000001
481,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,2.46E-10,1.12E-07,3.05E-08,0.0000001,1
483,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,4.74E-13,2.40E-05,2.03E-06,1,0.0000001
484,0.010910428,0.123569794,0.000343249,0.08883871,0.293741935,0.016258065,1.85E-12,4.18E-05,6.63E-07,1,0.0000001
485,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,8.87E-12,2.32E-05,1.13E-07,1,0.0000001
486,0.010910428,0.123569794,0.000343249,0.08883871,0.293741935,0.016258065,1.85E-12,4.18E-05,6.63E-07,0.0000001,1
489,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
490,0.0000001,0.214285714,0.010252905,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,6.57E-06,0.0000001,1
492,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.65E-06,2.65E-07,1,0.0000001
495,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,8.98E-07,6.75E-05,0.0000001,1,0.0000001
497,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
499,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
502,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,2.98E-06,0.000323955,1,0.0000001
503,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,3.00E-11,2.32E-05,1.11E-07,1,0.0000001
505,0.029623466,0.17696415,1.21E-07,0.093959732,0.28038777,0.017524236,0.0000001,2.01E-08,0.000671076,1,0.0000001
507,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
510,0.0000001,0.311158798,1.08E-05,0.193548387,0.207885305,0.010752688,1.71E-05,1.42E-07,0.0000001,1,0.0000001
512,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,6.78E-07,0.000298483,5.50E-12,0.0000001,1
513,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
514,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,0.0000001,4.52E-05,6.64E-08,1,0.0000001
515,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
516,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.08E-07,1.62E-07,1.34E-10,1,0.0000001
519,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.95E-06,5.54E-10,1,0.0000001
524,0.0000001,0.214285714,0.010252905,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,6.57E-06,1,0.0000001
525,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,7.17E-07,7.26E-05,0.0000001,1,0.0000001
527,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,0.0000001,1.56E-05,2.01E-07,1,0.0000001
528,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.65E-06,2.65E-07,1,0.0000001
529,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.10E-13,1.39E-05,1.00E-05,0.0000001,1
531,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,7.21E-13,2.52E-05,3.97E-07,1,0.0000001
532,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,0.0000001,1.61E-06,2.69E-05,1,0.0000001
536,0.014801138,0.09899726,4.12E-05,0.126984127,0.253968254,0.015873016,0.0000001,4.43E-07,0.0000001,0.0000001,1
537,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,7.93E-13,2.44E-05,4.68E-07,0.0000001,1
540,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,1.33E-10,1.58E-07,2.78E-08,1,0.0000001
541,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.10E-13,1.39E-05,1.00E-05,1,0.0000001
542,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,9.28E-06,2.00E-07,0.0000001,0.0000001,1
546,0.007405866,0.109839817,0.002184315,0.043127517,0.396187919,0.026496644,0.0000001,1.53E-07,1.33E-05,0.0000001,1
548,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
549,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
552,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,0.0000001,1.56E-05,2.01E-07,0.0000001,1
553,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,0.0000001,4.52E-05,6.64E-08,1,0.0000001
557,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.23E-11,5.42E-05,1.72E-07,1,0.0000001
558,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,0.0000001,1
562,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.65E-06,2.65E-07,1,0.0000001
563,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.23E-11,5.42E-05,1.72E-07,0.0000001,1
564,0.059204552,0.159495585,2.29E-06,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,0.0000001,1
565,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,0.0000001,1.56E-05,2.01E-07,1,0.0000001
567,0.0000001,0.311158798,1.08E-05,0.193548387,0.207885305,0.010752688,1.71E-05,1.42E-07,0.0000001,1,0.0000001
569,0.0000001,0.214285714,0.010252905,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,6.57E-06,0.0000001,1
571,0.029623466,0.17696415,1.21E-07,0.093959732,0.28038777,0.017524236,0.0000001,2.01E-08,0.000671076,0.0000001,1
575,0.0000001,0.231480415,0.0000001,0.043127517,0.396187919,0.026496644,2.76E-09,9.23E-05,5.85E-09,0.0000001,1
579,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
582,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
583,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,0.0000001,1
586,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,0.0000001,1
588,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,4.51E-06,4.05E-06,1,0.0000001
589,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
590,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.95E-06,5.54E-10,0.0000001,1
592,0.043641713,0.199084668,1.91E-05,0.08883871,0.293741935,0.016258065,0.0000001,1.61E-06,2.69E-05,0.0000001,1
594,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
595,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.17E-07,0.000253649,3.04E-11,1,0.0000001
596,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,0.0000001,1
597,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,6.67E-12,7.62E-05,1.57E-07,1,0.0000001
598,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,4.69E-06,9.09E-05,0.0000001,1,0.0000001
600,0.010910428,0.123569794,0.000343249,0.08883871,0.293741935,0.016258065,1.85E-12,4.18E-05,6.63E-07,1,0.0000001
602,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
603,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
605,0.153311142,0.095058659,0.0000001,0.149193548,0.259856631,0.009856631,4.47E-06,9.24E-05,0.0000001,1,0.0000001
607,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.01E-11,4.19E-05,3.24E-07,1,0.0000001
609,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,2.69E-12,3.73E-05,9.43E-07,1,0.0000001
610,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.18E-12,1.16E-05,1.99E-06,1,0.0000001
611,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,0.0000001,1.56E-05,2.01E-07,1,0.0000001
612,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
613,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,5.50E-15,6.73E-06,5.66E-05,1,0.0000001
615,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.23E-11,5.42E-05,1.72E-07,1,0.0000001
616,0.007405866,0.109839817,0.002184315,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,0.000363011,1,0.0000001
619,0.010910428,0.123569794,0.000343249,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,7.29E-08,0.0000001,1
622,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,5.46E-12,5.89E-05,2.95E-07,0.0000001,1
630,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,2.98E-06,0.000323955,0.0000001,1
631,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
633,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,7.29E-08,1,0.0000001
634,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.65E-06,2.65E-07,1,0.0000001
636,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
638,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,5.87E-14,5.63E-06,1.12E-05,1,0.0000001
640,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
642,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
644,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.65E-06,2.65E-07,1,0.0000001
645,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,1.33E-10,1.58E-07,2.78E-08,1,0.0000001
646,0.0000001,0.231480415,0.0000001,0.043127517,0.396187919,0.026496644,3.48E-11,1.03E-07,1.30E-07,1,0.0000001
647,0.0000001,0.0000001,0.002032979,0.043127517,0.396187919,0.026496644,0.0000001,1.86E-05,8.62E-09,1,0.0000001
649,0.014801138,0.09899726,4.12E-05,0.043127517,0.396187919,0.026496644,1.19E-08,7.37E-05,2.05E-10,0.0000001,1
650,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.10E-13,1.39E-05,1.00E-05,1,0.0000001
652,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,7.29E-08,0.0000001,1
655,0.043641713,0.199084668,1.91E-05,0.08883871,0.293741935,0.016258065,1.10E-13,1.39E-05,1.00E-05,0.0000001,1
658,0.153311142,0.095058659,0.0000001,0.149193548,0.259856631,0.009856631,1.71E-05,1.42E-07,0.0000001,1,0.0000001
660,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,7.29E-08,0.0000001,1
662,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,5.03E-13,2.02E-05,1.83E-06,0.0000001,1
664,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.10E-13,1.39E-05,1.00E-05,1,0.0000001
666,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,8.87E-12,2.32E-05,1.13E-07,1,0.0000001
669,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,2.70E-08,1.07E-07,6.46E-10,1,0.0000001
671,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
674,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.37E-08,7.05E-05,1.87E-10,0.0000001,1
679,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,0.0000001,1.39E-07,0.000415487,1,0.0000001
682,0.010910428,0.123569794,0.000343249,0.08883871,0.293741935,0.016258065,1.85E-12,4.18E-05,6.63E-07,0.0000001,1
683,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,0.0000001,1
685,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
686,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.37E-08,7.05E-05,1.87E-10,0.0000001,1
688,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,5.50E-15,6.73E-06,5.66E-05,0.0000001,1
689,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
691,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,5.50E-15,6.73E-06,5.66E-05,1,0.0000001
693,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,3.00E-11,2.32E-05,1.11E-07,1,0.0000001
699,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,6.99E-10,0.000305618,1.67E-09,1,0.0000001
700,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,0.0000001,1.39E-07,0.000415487,0.0000001,1
705,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,4.52E-05,6.64E-08,0.0000001,1
706,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.80E-05,1.40E-07,0.0000001,0.0000001,1
707,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,3.27E-06,7.34E-05,0.0000001,1,0.0000001
709,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,6.22E-07,7.59E-05,0.0000001,1,0.0000001
715,0.059204552,0.159495585,2.29E-06,0.072427293,0.350484713,0.016063883,4.47E-06,9.24E-05,0.0000001,1,0.0000001
716,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
717,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,7.21E-13,2.52E-05,3.97E-07,1,0.0000001
719,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,0.0000001,4.79E-05,1.68E-08,1,0.0000001
724,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,7.29E-08,0.0000001,1
727,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
730,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,5.60E-08,0.000232154,1.26E-10,0.0000001,1
732,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,5.50E-15,6.73E-06,5.66E-05,0.0000001,1
735,0.010910428,0.123569794,0.000343249,0.072427293,0.350484713,0.016063883,2.25E-13,8.66E-06,2.41E-06,0.0000001,1
737,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.23E-11,5.42E-05,1.72E-07,1,0.0000001
738,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
741,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,1.71E-05,1.42E-07,0.0000001,1,0.0000001
743,0.0000001,0.0000001,0.002032979,0.043127517,0.396187919,0.026496644,0.0000001,1.86E-05,8.62E-09,1,0.0000001
745,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,0.0000001,1.39E-07,0.000415487,0.0000001,1
749,0.0000001,0.231480415,0.0000001,0.043127517,0.396187919,0.026496644,1.42E-06,1.11E-07,0.0000001,1,0.0000001
750,0.0000001,0.0000001,0.002032979,0.043127517,0.396187919,0.026496644,0.0000001,1.86E-05,8.62E-09,1,0.0000001
751,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,3.00E-11,2.32E-05,1.11E-07,1,0.0000001
755,0.0000001,0.311158798,1.08E-05,0.072427293,0.350484713,0.016063883,9.28E-06,2.00E-07,0.0000001,0.0000001,1
756,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,9.28E-06,2.00E-07,0.0000001,0.0000001,1
758,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.10E-13,1.39E-05,1.00E-05,1,0.0000001
759,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,3.00E-11,2.32E-05,1.11E-07,1,0.0000001
760,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.23E-11,5.42E-05,1.72E-07,1,0.0000001
763,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.25E-06,0.000212224,6.04E-12,1,0.0000001
764,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
766,0.029623466,0.17696415,1.21E-07,0.093959732,0.28038777,0.017524236,0.0000001,2.01E-08,0.000671076,1,0.0000001
770,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
773,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,7.36E-10,9.99E-05,7.73E-10,0.0000001,1
777,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.10E-13,1.39E-05,1.00E-05,1,0.0000001
780,0.043641713,0.199084668,1.91E-05,0.08883871,0.293741935,0.016258065,1.10E-13,1.39E-05,1.00E-05,0.0000001,1
784,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
786,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
787,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
790,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.25E-06,0.000212224,6.04E-12,0.0000001,1
791,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,5.06E-08,0.000461219,0.0000001,1
792,0.153311142,0.095058659,0.0000001,0.093959732,0.28038777,0.017524236,8.56E-07,6.87E-05,0.0000001,1,0.0000001
797,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
800,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
806,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
808,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,7.93E-13,2.44E-05,4.68E-07,0.0000001,1
810,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.18E-12,1.16E-05,1.99E-06,1,0.0000001
819,0.153311142,0.095058659,0.0000001,0.149193548,0.259856631,0.009856631,1.71E-05,1.42E-07,0.0000001,1,0.0000001
822,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,4.74E-13,2.40E-05,2.03E-06,1,0.0000001
825,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,3.43E-07,1.36E-07,2.72E-11,0.0000001,1
828,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,0.000302018,1,0.0000001
829,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
831,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,1.70E-09,1,0.0000001
834,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,0.0000001,2.91E-06,2.79E-05,1,0.0000001
837,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,1.71E-05,1.42E-07,0.0000001,1,0.0000001
841,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
844,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,0.0000001,1
848,0.014801138,0.09899726,4.12E-05,0.043127517,0.396187919,0.026496644,1.19E-08,7.37E-05,2.05E-10,0.0000001,1
855,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,5.50E-15,6.73E-06,5.66E-05,0.0000001,1
856,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,3.27E-06,7.34E-05,0.0000001,1,0.0000001
857,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,4.51E-06,4.05E-06,1,0.0000001
859,0.007405866,0.109839817,0.002184315,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,0.000363011,0.0000001,1
862,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.95E-06,5.54E-10,1,0.0000001
863,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,2.70E-06,1.08E-07,0.0000001,1,0.0000001
865,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
870,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,2.70E-08,1.07E-07,6.46E-10,1,0.0000001
871,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,8.87E-12,2.32E-05,1.13E-07,1,0.0000001
872,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,1.71E-05,1.42E-07,0.0000001,1,0.0000001
874,0.0000001,0.231480415,0.0000001,0.043127517,0.396187919,0.026496644,3.48E-11,1.03E-07,1.30E-07,1,0.0000001
876,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.25E-06,0.000212224,6.04E-12,1,0.0000001
877,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,0.0000001,1.56E-05,2.01E-07,1,0.0000001
879,0.010910428,0.123569794,0.000343249,0.072427293,0.350484713,0.016063883,2.25E-13,8.66E-06,2.41E-06,0.0000001,1
890,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,5.23E-07,5.08E-05,1,0.0000001
892,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
894,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,4.51E-06,4.05E-06,1,0.0000001
896,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
908,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,1.62E-09,0.000202878,1.21E-09,0.0000001,1
909,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
913,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,6.67E-12,7.62E-05,1.57E-07,0.0000001,1
